iter	MultiClass
483	0.6794178922
484	0.6792765175
485	0.6791934026
486	0.6789113482
487	0.6787150963
488	0.6786202375
489	0.6783533316
490	0.678229945
491	0.6780066784
492	0.6778007223
493	0.6775834799
494	0.6773100654
495	0.6771617863
496	0.6771124975
497	0.6768854708
498	0.6766278222
499	0.6764417638
500	0.6761254594
501	0.6760096207
502	0.6757423525
503	0.6755829178
504	0.6754432183
505	0.6752903271
506	0.6751329689
507	0.6748051396
508	0.6745614533
509	0.6742715985
510	0.6741488891
511	0.6740099349
512	0.6738591861
513	0.6737864877
514	0.6736259055
515	0.6734108042
516	0.6733011591
517	0.6731677265
518	0.6730791978
519	0.6729806631
520	0.672679165
521	0.6725373247
522	0.6723857259
523	0.6721744624
524	0.671954371
525	0.6717789928
526	0.6716831789
527	0.6713964349
528	0.6712681055
529	0.6711162393
530	0.6710089297
531	0.6708564645
532	0.6705867081
533	0.670414603
534	0.6702151892
535	0.6700479377
536	0.6699825886
537	0.6698922479
538	0.6697056018
539	0.6694661481
540	0.6692959494
541	0.6691355027
542	0.6690506569
543	0.6689389248
544	0.6688093157
545	0.668606937
546	0.6684555941
547	0.6682346307
548	0.6680754816
549	0.6679432653
550	0.6677523804
551	0.6676290145
552	0.6674358353
553	0.6673611961
554	0.6672607142
555	0.6671405702
556	0.667048421
557	0.666830965
558	0.6667112364
559	0.6665976187
560	0.6663516285
561	0.6661007931
562	0.6659291665
563	0.6654913359
564	0.6653906523
565	0.6653185482
566	0.6651589066
567	0.6650754835
568	0.6649588107
569	0.6648571445
570	0.6646124299
571	0.6644120643
572	0.6643300251
573	0.6642072544
574	0.664071002
575	0.6639727259
576	0.6637913392
577	0.6635670956
578	0.6633820517
579	0.6631166298
580	0.6630621047
581	0.6629814611
582	0.6628949234
583	0.6627839124
584	0.6626712555
585	0.6624844392
586	0.6623414222
587	0.6622067511
588	0.6620339177
589	0.6618163553
590	0.6614281176
591	0.6612934682
592	0.6612090455
593	0.6610360913
594	0.6609366589
595	0.6608241992
596	0.6607733806
597	0.6606940898
598	0.6606262652
599	0.6604319246
600	0.6603356058
601	0.6602537486
602	0.6601056943
603	0.6599697706
604	0.6598285208
605	0.659727969
606	0.6595715524
607	0.6594801081
608	0.6593933368
609	0.6593208025
610	0.6591762979
611	0.6590095648
612	0.6589204643
613	0.6588242741
614	0.6587713699
615	0.6585142965
616	0.6584427796
617	0.6582725714
618	0.6581593275
619	0.6580387906
620	0.6578535287
621	0.6576356353
622	0.6574605714
623	0.6572623991
624	0.6571208961
625	0.6569974452
626	0.6568608061
627	0.6567492863
628	0.6564455092
629	0.6563578207
630	0.6561062829
631	0.656030986
632	0.6556032027
633	0.655513052
634	0.655374337
635	0.6552417497
636	0.6550317125
637	0.6548433635
638	0.654781609
639	0.6546208523
640	0.654510168
641	0.6544486599
642	0.6543860873
643	0.6542618882
644	0.6541587893
645	0.6540182083
646	0.65392955
647	0.6538389568
648	0.6535046859
649	0.6533228176
650	0.6531657868
651	0.6530353391
652	0.6529198379
653	0.6527352371
654	0.6526134805
655	0.6525360395
656	0.6522860418
657	0.652109635
658	0.6520316278
659	0.6518820073
660	0.6516782361
661	0.6515342955
662	0.6514137741
663	0.6513421246
664	0.6512091685
665	0.6510981282
666	0.6509748109
667	0.6508393348
668	0.6506862912
669	0.6505927871
670	0.6504824292
671	0.6503016055
672	0.6501519629
673	0.6499594755
674	0.6498561448
675	0.649761381
676	0.6496676564
677	0.6495066061
678	0.6494035671
679	0.6493403315
680	0.6492474368
681	0.6491548606
682	0.6489774533
683	0.6487066442
684	0.648575018
685	0.6484439095
686	0.6483984469
687	0.6482440887
688	0.6480089665
689	0.6478516883
690	0.6477588087
691	0.647653014
692	0.647559077
693	0.647456681
694	0.6473252141
695	0.6472235582
696	0.6470448895
697	0.6469517365
698	0.646866994
699	0.6468065716
700	0.6465428498
701	0.6464612767
702	0.6463574088
703	0.6462690014
704	0.6461730024
705	0.6460185949
706	0.645869992
707	0.6457751566
708	0.6456589174
709	0.6455779892
710	0.6454796631
711	0.6453638573
712	0.6452120336
713	0.6451212403
714	0.6450132629
715	0.6449067717
716	0.6447850035
717	0.644691475
718	0.6446141952
719	0.6443680237
720	0.6442225268
721	0.6440676734
722	0.6439635635
723	0.6437783663
724	0.6436221967
725	0.6435081214
726	0.6434441625
727	0.6434125132
728	0.6432493028
729	0.6431850673
730	0.6430096369
731	0.6429275833
732	0.6428102592
733	0.6427694369
734	0.642635795
735	0.6424704453
736	0.6423205949
737	0.6422487331
738	0.6420376469
739	0.6419631688
740	0.6418144085
741	0.6417026173
742	0.6415429584
743	0.6414813103
744	0.6413439245
745	0.6412806203
746	0.6412059466
747	0.6408567054
748	0.6407962997
749	0.6407120851
750	0.6406379889
751	0.6404165422
752	0.6402891078
753	0.640099992
754	0.6400004013
755	0.6398612236
756	0.6397739746
757	0.639640851
758	0.6395851975
759	0.639437247
760	0.6393330538
761	0.6392480593
762	0.6391409063
763	0.6390120776
764	0.6388495605
765	0.6387614858
766	0.6386711948
767	0.6385938363
768	0.6385208729
769	0.6384259878
770	0.6381439042
771	0.6380224311
772	0.6379391247
773	0.6378638151
774	0.6377507069
775	0.6375645138
776	0.6374457414
777	0.6373386881
778	0.6371951046
779	0.6371350151
780	0.6370432122
781	0.6368776428
782	0.6367919063
783	0.6366892145
784	0.6365968579
785	0.636442559
786	0.6363671031
787	0.6362180931
788	0.6359495156
789	0.6358843454
790	0.6357185115
791	0.6356679673
792	0.635509697
793	0.6353420371
794	0.6352376488
795	0.6350939662
796	0.6350071043
797	0.6349148851
798	0.6348344847
799	0.634759605
800	0.634692373
801	0.6346122767
802	0.634438475
803	0.6343024973
804	0.6341073589
805	0.6340338245
806	0.6338242002
807	0.6336988199
808	0.6335764701
809	0.6334381308
810	0.633332448
811	0.6332669285
812	0.6331598344
813	0.6327723686
814	0.6325971863
815	0.6324977923
816	0.6323955394
817	0.6323419593
818	0.6323090714
819	0.6322409634
820	0.6321829744
821	0.6320890649
822	0.632012008
823	0.6319142926
824	0.6318312075
825	0.6317541097
826	0.6315492255
827	0.6314430248
828	0.6313048912
829	0.6312049371
830	0.6309898947
831	0.6309273944
832	0.6308158063
833	0.6307246623
834	0.6305727489
835	0.6304876093
836	0.6303819675
837	0.6303340882
838	0.6301001882
839	0.6299932412
840	0.6298507429
841	0.6297710043
842	0.6297240695
843	0.6296100362
844	0.6294807218
845	0.629412597
846	0.6293116983
847	0.6292125795
848	0.6291407944
849	0.6289459357
850	0.6288906136
851	0.6285461576
852	0.6284706247
853	0.6283923053
854	0.6282807487
855	0.6279699943
856	0.6278567114
857	0.6277437067
858	0.6276640678
859	0.6275810583
860	0.6275091425
861	0.6273544937
862	0.6272077297
863	0.6270091397
864	0.6268703269
865	0.6267795336
866	0.6266738663
867	0.6264815414
868	0.6263538557
869	0.6262661439
870	0.6261635108
871	0.6260705845
872	0.6259136132
873	0.6258549699
874	0.6255718936
875	0.6255093144
876	0.6254258471
877	0.6253094128
878	0.6252002339
879	0.62515407
880	0.6249639941
881	0.6249188046
882	0.624729834
883	0.6246719127
884	0.6245615276
885	0.624375143
886	0.6241873777
887	0.6240767667
888	0.6239972456
889	0.6239327235
890	0.6238321471
891	0.6238039238
892	0.6237568377
893	0.6236966552
894	0.6236129955
895	0.6234694631
896	0.6233439393
897	0.6231485057
898	0.6230652201
899	0.6227516236
900	0.6226471261
901	0.622560436
902	0.6224721351
903	0.6223628162
904	0.6223152155
905	0.622212624
906	0.6220324234
907	0.6219760728
908	0.6218601348
909	0.621784049
910	0.6217001355
911	0.6216245886
912	0.621535055
913	0.6214633116
914	0.6213816134
915	0.6213078517
916	0.6212578281
917	0.621204489
918	0.6210883665
919	0.6209984041
920	0.6209187244
921	0.6208430794
922	0.6207300883
923	0.6206270564
924	0.6205634484
925	0.6204758062
926	0.6203698007
927	0.6202236946
928	0.6201620879
929	0.6200936299
930	0.6199151903
931	0.619709231
932	0.6195768912
933	0.6194613129
934	0.6193724232
935	0.6192319758
936	0.6191343266
937	0.6190452455
938	0.6189497117
939	0.6188415798
940	0.6186774958
941	0.6186105845
942	0.6185364095
943	0.6184638735
944	0.6184165395
945	0.6182572446
946	0.6181545572
947	0.6180918294
948	0.61794928
949	0.6179129055
950	0.6177522668
951	0.6177040092
952	0.6176336487
953	0.6175687588
954	0.6174684104
955	0.6173533349
956	0.6172936045
957	0.6171866026
958	0.61709076
959	0.6169877518
960	0.6168214802
961	0.6167641581
962	0.6166160238
963	0.6164684745
964	0.6163728191
965	0.6162596616
966	0.6161154755
967	0.6159911933
968	0.6158648738
969	0.615787738
970	0.6157144137
971	0.615639016
972	0.615337127
973	0.6152770998
974	0.6151961879
975	0.6150646027
976	0.6150070621
977	0.6149550475
978	0.6148401217
979	0.614780817
980	0.6145046026
981	0.6143972664
982	0.6143483846
983	0.6142793654
984	0.6142067805
985	0.6141014159
986	0.6139996589
987	0.6139582034
988	0.6138600716
989	0.613804204
990	0.6137410048
991	0.613669915
992	0.6135432707
993	0.6135141998
994	0.6134687056
995	0.6134313363
996	0.6133515709
997	0.6131715016
998	0.6131374137
999	0.6129881531
